directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;area;dpto;clase;fex_c_2011
8005;1;1;58;01;0126;1;48;48; ;1200000; ; ;1;03;47;47;1;412,991756105155
8005;1;2;13;85;8530;2;40;0;7;1800000; ; ;1;03;47;47;1;412,991756105155
8007;1;1;45;47;4752;4;48;0;7; ;600000;1;1;03;50;50;1;192,663115654589
8009;1;1;98;49;4923;4;40;0;6; ;200000;1;1;03;47;47;1;136,31836823324
8009;1;2;53;56;5611;1;50;0;5;500000; ; ;1;03;47;47;1;136,31836823324
8009;1;3;98;49;4921;4;72;0;5; ;980000;1;1;03;47;47;1;136,31836823324
8009;1;6;33;82;8299;1;48;48; ;877803; ; ;1;03;47;47;1;136,31836823324
8011;1;3;55;84;8424;1;40;40; ;890000; ; ;1;03;08;08;1;374,951094999323
8011;1;6;95;41;4111;4;48;0;6; ;600000;1;1;03;08;08;1;374,951094999323
8012;1;1;75;31;3110;4;28;18;7; ;200000;1;1;03;54;54;1;323,991044360454
8016;1;2;77;10;1081;4;24;14;6; ;150000;1;1;03;70;70;1;173,966029240237
8018;1;1;74;20;2012;1;48;48; ;1800000; ; ;1;03;08;08;1;447,495189795872
8019;1;1;83;25;2593;1;48;0;3;877802; ; ;1;03;17;17;1;163,199023484478
8020;1;1;54;81;8121;4;36;0;7; ;420000;1;1;03;20;20;1;200,424895150965
8021;1;1;41;47;4711;4;70;35;6; ;500000;1;1;03;17;17;1;196,52983677872
8022;1;1;11;69;6920;4;54;45;2; ;2500000;1;1;03;17;17;1;134,80625460671
8023;1;1;45;47;4781;4;50;0;6; ;200000;1;1;03;08;08;1;496,227838005831
8023;1;5;95;41;4111;4;48;0;5; ;180000;1;1;03;08;08;1;496,227838005831
8024;1;1;45;10;1011;1;48;56; ;1100000; ; ;1;03;52;52;1;114,18295614106
8027;1;1;13;85;8530;2;40;0;7; ; ; ;1;03;15;15;1;106,259006577735
8028;1;3;49;77;7729;4;48;0;5; ;250000;1;1;03;20;20;1;67,3507930304526
8029;1;2;13;85;8530;2;30;20;7;16200000; ; ;1;03;44;44;1;113,65988526155
8029;1;5;77;10;1081;4;15;10;6; ;120000;1;1;03;44;44;1;113,65988526155
8030;1;1;19;96;9609;4;20;0;6; ;200000;1;1;03;11;11;1;2536,47987867596
8030;1;3;41;47;4759;5;50;30;6; ;600000;1;1;03;11;11;1;2536,47987867596
8033;1;1;16;74;7410;4;72;0;6; ; ;1;1;03;05;05;1;1306,35631268296
8035;1;1;77;56;5619;4;22;0;5; ;500000;1;1;03;73;73;1;372,997244610732
8043;1;1;59;56;5630;1;50;0;5;900000; ; ;1;03;20;20;1;109,001321500768
8044;1;1;58;80;8010;1;40;40; ;560000; ; ;1;03;73;73;1;418,441862236698
8045;1;2;77;10;1040;1;48;48; ;890000; ; ;1;03;66;66;1;313,854920887171
8046;1;3;11;84;8413;4;48;48; ; ;1800000;1;1;03;17;17;1;114,499496386031
8047;1;1;54;81;8121;4;24;0;7; ;80000;1;1;03;20;20;1;114,538129003505
8052;1;1;54;81;8121;4;24;0;5; ;400000;1;1;03;47;47;1;348,628349292383
8053;1;1;55;25;2599;1;48;30;6;875000; ; ;1;03;05;05;1;1656,14623724655
8056;1;3;39;86;8621;1;48;48; ;1100000; ; ;1;03;66;66;1;259,781099810213
8057;1;1;54;88;8890;1;48;0;6;950000; ; ;1;03;20;20;1;125,866795690505
8057;1;3;39;38;3811;1;40;40; ;1200000; ; ;1;03;20;20;1;125,866795690505
8059;1;1;39;58;5811;1;48;0;1;650000; ; ;1;03;73;73;1;80,2037087813045
8059;1;2;92;58;5811;1;48;0;1;650000; ; ;1;03;73;73;1;80,2037087813045
8059;1;7;45;47;4719;1;50;0;1;700000; ; ;1;03;73;73;1;80,2037087813045
8060;1;1;32;42;4210;1;46;46; ;877803; ; ;1;03;23;23;1;123,760164996175
8060;1;2;03;82;8299;1;48;30;6;877803; ; ;1;03;23;23;1;123,760164996175
8062;1;1;41;47;4711;4;50;50; ; ;800000;1;1;03;41;41;1;36,3125640804325
8062;1;2;57;96;9602;4;30;0;6; ;250000;1;1;03;41;41;1;36,3125640804325
8063;1;1;54;88;8890;1;48;0;6;950000; ; ;1;03;20;20;1;125,260099049381
8065;1;2;58;85;8530;2;48;48; ;1200000; ; ;1;03;63;63;1;164,599549547913
8066;1;2;98;49;4921;1;48;20;6;1100000; ; ;1;03;20;20;1;136,593051896584
8070;1;2;45;47;4782;4;56;0;7; ;500000;1;1;03;52;52;1;113,384951267941
8073;1;1;98;49;4921;4;70;0;7; ;600000;1;1;03;20;20;1;163,671646149862
8074;1;1;58;84;8422;2;48;48; ;1980000; ; ;1;03;18;18;1;129,341026805962
8075;1;1;53;56;5619;4;50;20;6; ;300000;1;1;03;18;18;1;173,105896839746
8075;1;2;95;41;4111;1;40;40; ;600000; ; ;1;03;18;18;1;173,105896839746
8075;1;6;95;41;4111;1;40;40; ;600000; ; ;1;03;18;18;1;173,105896839746
8077;1;1;59;79;7990;4;20;0;6; ;1000000;1;1;03;08;08;1;501,673269254849
8077;1;2;97;10;1030;1;48;48; ; ; ; ;1;03;08;08;1;501,673269254849
8078;1;1;45;47;4781;4;60;0;7; ;600000;1;1;03;50;50;1;124,985623489893
8079;1;1;45;47;4711;1;48;48; ;700000; ; ;1;03;20;20;1;152,283553275976
8080;1;1;41;47;4711;4;84;84; ; ;800000;1;1;03;15;15;1;75,3359710821206
8080;1;2;45;47;4711;6;84;84; ; ; ; ;1;03;15;15;1;75,3359710821206
8080;1;3;45;46;4645;1;40;20;7;877803; ; ;1;03;15;15;1;75,3359710821206
8084;1;1;57;96;9602;4;40;0;6; ;150000;1;1;03;54;54;1;469,590090325702
8085;1;1;41;47;4724;4;48;0;6; ;500000;1;1;03;47;47;1;181,266764414187
8086;1;1;61;01;0112;5;48;16;6; ;700000;1;1;03;23;23;1;175,470924877109
8087;1;2;51;56;5630;1;55;0;6;1300000; ; ;1;03;66;66;1;301,561352455337
8088;1;1;30;23;2392;1;44;0;3;4100000; ; ;1;03;05;05;1;1049,83708422649
8088;1;3;39;53;5320;1;45;50; ;2080000; ; ;1;03;05;05;1;1049,83708422649
8090;1;1;54;97;9700;3;48;0;5;300000; ; ;1;03;23;23;1;207,787495992818
8090;1;2;45;47;4781;1;20;14;6;200000; ; ;1;03;23;23;1;207,787495992818
8092;1;2;11;41;4111;1;48;48; ;1600000; ; ;1;03;63;63;1;48,8589324822143
8092;1;3;33;69;6920;1;48;48; ;1100000; ; ;1;03;63;63;1;48,8589324822143
8093;1;1;55;68;6820;1;48;0;5;877803; ; ;1;03;47;47;1;292,398078187338
8097;1;1;41;31;3120;4;48;0;6; ;500000;1;1;03;08;08;1;511,539333489693
8097;1;4;97;47;4711;1;48;80; ;900000; ; ;1;03;08;08;1;511,539333489693
8098;1;3;07;86;8610;1;48;0;3;2000000; ; ;1;03;11;11;1;2398,70700534643
8100;1;3;08;62;6201;1;50;50; ;5000000; ; ;1;03;11;11;1;2030,68305354154
8103;1;1;16;74;7410;4;48;48; ; ;877000;1;1;03;27;27;1;66,0670918922482
8106;1;1;99;45;4520;4;50;0;6; ;700000;1;1;03;47;47;1;236,568969873799
8108;1;1;77;56;5611;1;40;40; ;500000; ; ;1;03;50;50;1;115,505930494348
8108;2;1;84;33;3312;4;40;0;7; ;300000;1;1;03;50;50;1;115,505930494348
8110;1;1;54;84;8413;1;40;0;7;750; ; ;1;03; ;76;1;1456,54633235722
8112;1;1;37;49;4922;1;48;48; ;900000; ; ;1;03;68;68;1;318,41720206774
8113;1;2;41;56;5619;4;70;0;5; ;1000000;1;1;03;41;41;1;92,7791607190791
8114;1;1;45;46;4631;1;48;0;7;980657; ; ;1;03;20;20;1;193,974099927137
8118;1;2;71;05;0510;1;60;0;7; ; ; ;1;03;20;20;1;95,8797568124158
8119;1;1;98;84;8412;1;48;0;6;1300000; ; ;1;03;11;11;1;2923,49119461459
8120;2;2;81;31;3110;5;48;0;7; ;1000000;1;1;03;17;17;1;256,39715423266
8120;2;3;58;84;8423;2;48;60; ; ; ; ;1;03;17;17;1;256,39715423266
8123;1;1;55;81;8121;4;24;0;7; ;150000;1;1;03;70;70;1;76,1873722652475
8123;1;2;45;47;4721;4;49;21;7; ;200000;1;1;03;70;70;1;76,1873722652475
8126;1;1;13;85;8530;1;40;40; ;900000; ; ;1;03;54;54;1;529,475008879197
8127;1;1;85;27;2750;4;60;25;7; ;900000;1;1;03;63;63;1;178,439039668173
8129;1;1;12;69;6910;4;30;0;5; ;2000000;1;1;03;05;05;1;1004,64523561203
8130;1;3;21;85;8544;4;40;20;6; ;4000000;1;1;03;47;47;1;161,377869401122
8136;1;2;33;47;4711;6;48;48; ; ; ; ;1;03;05;05;1;3608,7659704785
8138;1;1;41;47;4711;4;20;0;6; ;100000;1;1;03;08;08;1;359,568463635676
8140;1;1;59;96;9609;4;50;0;6; ;700000;1;1;03;13;13;1;470,694860715664
8140;1;2;59;96;9609;4;50;0;6; ;700000;1;1;03;13;13;1;470,694860715664
8144;1;1;53;56;5619;4;45;0;6; ;600000;1;1;03;66;66;1;301,561352455337
8144;1;2;53;56;5619;6;40;0;6; ; ; ;1;03;66;66;1;301,561352455337
8145;1;4;54;97;9700;3;40;0;5;250000; ; ;1;03;13;13;1;476,689676319838
8146;1;2;40;47;4772;1;48;0;5;950000; ; ;1;03;08;08;1;405,113481319673
8149;1;1;41;47;4723;4;45;0;6; ;800000;1;1;03;20;20;1;93,5983945661783
8149;1;2;45;47;4792;4;20;0;6; ; ;1;1;03;20;20;1;93,5983945661783
8150;1;1;11;84;8424;2;45;45; ;4300000; ; ;1;03;73;73;1;397,422716036339
8150;1;2;98;49;4921;1;126;0;6;2300000; ; ;1;03;73;73;1;397,422716036339
8151;1;1;59;86;8610;1;48;54; ;1100000; ; ;1;03;73;73;1;241,45880756083
8151;1;3;45;47;4773;1;20;0;6;600000; ; ;1;03;73;73;1;241,45880756083
8154;1;1;03;43;4321;4;60;0;5; ;400000;1;1;03;47;47;1;237,290344879656
8155;1;1;19;70;7020;1;48;0;7;2000000; ; ;1;03;05;05;1;1185,63203353645
8155;1;2;19;80;8010;1;48;0;7;2500000; ; ;1;03;05;05;1;1185,63203353645
8157;1;1;59;86;8621;1;48;0;5;890000; ; ;1;03;05;05;1;902,564400157886
8157;1;2;54;97;9700;3;40;0;5;900000; ; ;1;03;05;05;1;902,564400157886
8157;1;3;38;82;8220;1;48;48; ;875000; ; ;1;03;05;05;1;902,564400157886
8160;2;1;41;47;4729;4;48;0;5; ;400000;1;1;03;20;20;1;81,8851063217813
8161;1;1;98;49;4923;4;40;0;6; ; ;1;1;03;20;20;1;250,434358916917
8161;1;3;58;80;8010;1;48;0;6;877000; ; ;1;03;20;20;1;250,434358916917
8162;1;3;45;47;4759;1;48;12;7;600000; ; ;1;03;15;15;1;91,2268896665129
8164;1;1;58;68;6820;1;48;48; ;1200000; ; ;1;03;68;68;1;374,208626148222
8167;1;1;97;46;4631;1;48;48; ;900000; ; ;1;03;08;08;1;447,495189795872
8168;2;1;81;16;1610;4;54;10;6; ;500000;1;1;03;63;63;1;92,811221423068
8170;1;1;58;86;8610;1;16;16; ;240000; ; ;1;03;23;23;1;249,832248521505
8171;1;1;45;47;4789;4;56;0;7; ;300000;1;1;03;20;20;1;214,463259538029
8171;1;4;45;47;4789;4;56;0;7; ;300000;1;1;03;20;20;1;214,463259538029
8172;1;2;55;68;6820;1;60;60; ;877803; ; ;1;03;63;63;1;184,201170707218
8174;1;1;97;10;1089;4;40;16;6; ;400;1;1;03;63;63;1;166,502939801258
8175;1;1;84;45;4520;4;48;0;6; ;400000;1;1;03;20;20;1;101,053041100436
8176;1;1;41;46;4631;5;70;30;6; ;1500000;1;1;03;44;44;1;75,5680679692868
8177;1;2;39;86;8621;1;48;48; ;900000; ; ;1;03;05;05;1;912,924815332951
8177;1;3;55;41;4112;1;48;0;5;890000; ; ;1;03;05;05;1;912,924815332951
8177;1;4;33;69;6920;4;30;0;5; ;600000;1;1;03;05;05;1;912,924815332951
8179;1;1;98;49;4921;4;72;0;6; ;900000;1;1;03;68;68;1;475,660652423245
8179;1;2;13;85;8530;2;30;0;3; ; ; ;1;03;68;68;1;475,660652423245
8182;1;1;44;64;6412;1;40;20;7;2300000; ; ;1;03;52;52;1;165,533266675638
8183;1;1;79;29;2930;4;40;0;6; ;1000000;1;1;03;52;52;1;172,100313974669
8184;2;1;41;46;4649;4;84;2;6; ;3000000;1;1;03;54;54;1;299,703874972448
8184;2;2;41;47;4773;4;40;0;6; ;300000;1;1;03;54;54;1;299,703874972448
8184;2;3;41;46;4649;4;48;2;6; ;400000;1;1;03;54;54;1;299,703874972448
8185;1;3;83;25;2511;4;48;0;5; ;877000;1;1;03;27;27;1;29,6782699844547
8188;1;1;41;03;0322;4;60;0;7; ;2000000;1;1;03;05;05;1;401,696243869608
8188;1;5;30;10;1011;1;48;48; ;1000000; ; ;1;03;05;05;1;401,696243869608
8188;1;6;54;97;9700;3;48;48; ;600000; ; ;1;03;05;05;1;401,696243869608
8189;1;1;02;05;0510;1;48;0;6;4000000; ; ;1;03;20;20;1;126,949737211877
8189;1;2;41;47;4771;4;24;0;7; ;400000;1;1;03;20;20;1;126,949737211877
8190;1;1;57;96;9602;4;48;0;5; ;500000;1;1;03;20;20;1;80,3471290988175
8193;1;1;95;41;4111;4;48;0;6; ;0;1;1;03;08;08;1;319,661892889385
8193;1;3;58;17;1709;1;48;60; ;950000; ; ;1;03;08;08;1;319,661892889385
8194;1;1;18;93;9319;4;48;0;5; ;800000;1;1;03;20;20;1;106,30468803534
8196;1;1;41;56;5619;4;21;0;6; ;600;1;1;03;20;20;1;121,084560769912
8198;1;1;11;08;0811;1;48;40;6;6500000; ; ;1;03;68;68;1;357,129181693072
8198;1;2;21;08;0811;1;48;40;6;6500000; ; ;1;03;68;68;1;357,129181693072
8198;1;3;77;10;1081;4;40;0;6; ;1000000;1;1;03;68;68;1;357,129181693072
8200;1;1;45;47;4781;4;48;0;5; ;300000;1;1;03;52;52;1;114,42176492226
8200;1;2;95;41;4111;4;36;0;5; ;900000;1;1;03;52;52;1;114,42176492226
8200;1;3;95;41;4111;4;56;0;5; ;700000;1;1;03;52;52;1;114,42176492226
8200;1;5;45;47;4781;4;56;0;5; ;400000;1;1;03;52;52;1;114,42176492226
8201;1;3;21;47;4759;1;48;48; ;2000000; ; ;1;03;17;17;1;123,877535279305
8202;1;1;37;86;8621;1;50;0;5;980000; ; ;1;03;52;52;1;238,537630062527
8206;1;5;98;49;4921;4;48;10;5; ;700000;1;1;03; ;76;1;3519,58241339198
8209;1;1;58;84;8423;2;84;0;3;1900000; ; ;1;03;70;70;1;106,475488430355
8210;1;1;83;25;2511;4;24;0;6; ; ;1;1;03;68;68;1;302,760815023179
8211;1;2;32;91;9101;2;40;0;7;1200000; ; ;1;03;20;20;1;154,220525060439
8211;1;3;57;96;9602;4;56;0;7; ;700000;1;1;03;20;20;1;154,220525060439
8213;1;1;45;47;4721;1;48;24;7;850000; ; ;1;03;27;27;1;21,6404051969982
8215;1;2;45;47;4754;1;48;0;7; ; ; ;1;03;20;20;1;185,496737143509
8218;1;1;21;19;1921;1;40;40; ;17900000; ; ;1;03;11;11;1;3142,86117958954
8218;1;2;02;19;1921;1;40;40; ;17000000; ; ;1;03;11;11;1;3142,86117958954
8219;1;1;97;47;4721;4;60;60; ; ;900000;1;1;03;11;11;1;1735,72499064844
8220;1;1;08;64;6412;1;48;42;2; ; ; ;1;03;76;76;1;1264,01033847992
8223;1;1;58;84;8423;2;60;0;1;1600000; ; ;1;03;63;63;1;136,498054787511
8226;1;1;08;62;6201;1;48;48; ; ; ; ;1;03;11;11;1;2319,06770212715
8227;1;1;41;47;4722;4;6;6; ; ;150000;1;1;03;54;54;1;235,54500681063
8227;1;3;97;10;1051;1;48;48; ;877802; ; ;1;03;54;54;1;235,54500681063
8227;1;4;95;41;4111;1;54;0;7;1200000; ; ;1;03;54;54;1;235,54500681063
8232;1;1;95;41;4111;5;44;16;5; ;1000000;1;1;03;23;23;1;217,016644315064
8235;1;1;45;47;4792;4;18;0;5; ;600000;1;1;03;47;47;1;231,502251755945
8236;1;1;59;97;9700;3;70;70; ;800000; ; ;1;03;19;19;1;86,9209648227228
8236;1;3;07;86;8621;4;48;48; ; ;1800000;1;1;03;19;19;1;86,9209648227228
8237;1;1;79;14;1410;1;40;0;6;600000; ; ;1;03;05;05;1;1269,91991887649
8237;1;2;19;82;8299;1;48;48; ;1000000; ; ;1;03;05;05;1;1269,91991887649
8237;1;3;79;14;1410;1;35;0;5;300000; ; ;1;03;05;05;1;1269,91991887649
8244;1;3;41;47;4771;4;48;0;6; ;600000;1;1;03;20;20;1;129,33055742856
8244;1;5;58;52;5221;2;48;48; ;1230000; ; ;1;03;20;20;1;129,33055742856
8250;1;2;58;96;9603;1;72;84; ;877803; ; ;1;03;54;54;1;348,98481906181
8251;1;3;39;49;4923;1;48;0;7;900000; ; ;1;03;17;17;1;175,847411057525
8252;1;2;11;69;6920;1;50;40;5;1200000; ; ;1;03;76;76;1;658,791701928503
8253;1;1;39;84;8424;2;48;48; ;1900000; ; ;1;03;47;47;1;142,062192204308
8258;1;1;08;64;6412;1;48;40;2;2000000; ; ;1;03;76;76;1;1264,01033847992
8260;1;1;97;47;4711;1;48;48; ;1000000; ; ;1;03;50;50;1;229,889692546191
8260;1;2;45;47;4773;1;48;48; ;987000; ; ;1;03;50;50;1;229,889692546191
8261;1;2;32;85;8544;1;40;0;1;1100000; ; ;1;03;47;47;1;145,830378378794
8263;1;1;58;68;6820;1;48;48; ;1200000; ; ;1;03;68;68;1;408,774434461177
8265;1;3;13;85;8530;2;30;0;1;1950000; ; ;1;03;47;47;1;71,4700081896009
8266;1;1;54;97;9700;3;54;54; ;500000; ; ;1;03;70;70;1;85,4562544613202
8267;1;1;58;80;8010;1;48;48; ;1150000; ; ;1;03;68;68;1;345,873670121712
8269;1;1;55;68;6820;1;48;0;6;877803; ; ;1;03;73;73;1;189,831208842863
8269;1;2;55;81;8121;4;24;0;6; ;400000;1;1;03;73;73;1;189,831208842863
8270;1;4;44;96;9603;1;48;18;6;700000; ; ;1;03;63;63;1;193,019914213291
8270;1;6;59;86;8610;1;54;54; ;990000; ; ;1;03;63;63;1;193,019914213291
8270;1;9;44;64;6412;1;40;0;3;1400000; ; ;1;03;63;63;1;193,019914213291
8273;1;1;97;46;4649;1;44;0;5;730000; ; ;1;03;52;52;1;292,517716444737
8273;1;2;45;47;4772;1;94;0;5;953000; ; ;1;03;52;52;1;292,517716444737
8275;1;1;53;56;5619;4;48;0;6; ;400000;1;1;03;47;47;1;274,544825067752
8275;1;2;45;47;4771;1;56;0;5;877803; ; ;1;03;47;47;1;274,544825067752
8277;1;4;39;47;4759;1;40;0;5;1300000; ; ;1;03;41;41;1;45,830863794396
8277;1;5;45;47;4759;1;40;0;5;1000000; ; ;1;03;41;41;1;45,830863794396
8278;1;2;03;43;4321;4;40;0;6; ;300000;1;1;03;68;68;1;319,690007323657
8278;1;3;53;56;5619;4;40;0;6; ; ;1;1;03;68;68;1;319,690007323657
8282;1;3;95;41;4111;4;30;0;5; ;600000;1;1;03;13;13;1;469,06652975399
8284;1;2;13;85;8544;2;48;48; ;8000000; ; ;1;03;41;41;1;36,3125640804325
8287;1;4;54;97;9700;3;48;48; ;800000; ; ;1;03;47;47;1;278,683019109648
8289;1;3;12;84;8412;4;40;40; ; ;5000000;1;1;03;66;66;1;205,704270271845
8289;1;4;12;69;6910;4;40;40; ; ;1000000;1;1;03;66;66;1;205,704270271845
8290;1;1;37;53;5320;4;48;48; ; ;1100000;1;1;03;11;11;1;2462,94318384653
8290;1;2;59;87;8730;1;55;55; ;950000; ; ;1;03;11;11;1;2462,94318384653
8290;1;6;79;96;9601;4;66;66; ; ;800000;1;1;03;11;11;1;2462,94318384653
8292;1;1;87;45;4520;5;70;0;5; ; ;1;1;03;76;76;1;751,683625957993
8292;1;2;32;45;4520;5;48;0;5; ; ;1;1;03;76;76;1;751,683625957993
8294;1;1;41;47;4721;4;60;0;5; ;900000;1;1;03;20;20;1;94,9007264775243
8295;1;1;98;53;5320;1;55;55; ;1000000; ; ;1;03;68;68;1;590,451960888365
8295;1;2;80;15;1522;4;55;0;6; ;200000;1;1;03;68;68;1;590,451960888365
8296;1;1;85;43;4321;4;40;0;6; ;300000;1;1;03;68;68;1;444,175295433954
8296;1;2;55;81;8121;4;30;0;6; ;600000;1;1;03;68;68;1;444,175295433954
8297;1;2;95;42;4290;4;50;0;6; ;500000;1;1;03;41;41;1;167,362503929245
8297;1;3;95;42;4290;1;55;55; ;1100000; ; ;1;03;41;41;1;167,362503929245
8298;1;1;39;70;7020;1;48;48; ;900000; ; ;1;03;05;05;1;1218,38513892558
8300;1;2;13;85;8530;2;30;30; ; ; ; ;1;03;54;54;1;269,733487475203
8302;1;1;98;49;4921;4;56;24;5; ;9000000;1;1;03;27;27;1;29,6782699844547
8302;1;2;57;96;9602;4;48;0;5; ;180000;1;1;03;27;27;1;29,6782699844547
8306;1;2;83;25;2599;4;54;0;7; ;750000;1;1;03;54;54;1;407,709359904935
8306;1;3;33;47;4724;1;60;40;7;877802; ; ;1;03;54;54;1;407,709359904935
8307;1;3;50;55;5511;1;48;0;5;877802; ; ;1;03;52;52;1;152,710763353898
8308;1;1;97;47;4711;1;48;48; ;880000; ; ;1;03;73;73;1;418,441862236698
8309;1;1;58;80;8010;4;60;0;5; ;650000;1;1;03;52;52;1;215,951205140229
8309;1;2;58;80;8010;1;50;0;1;980000; ; ;1;03;52;52;1;215,951205140229
8310;1;1;45;47;4792;4;30;0;6; ;300000;1;1;03;73;73;1;295,696469834006
8310;1;2;97;01;0145;1;48;48; ;877803; ; ;1;03;73;73;1;295,696469834006
8310;1;3;39;64;6499;1;48;0;6;900000; ; ;1;03;73;73;1;295,696469834006
8314;1;1;53;56;5611;1;56;0;1;380000; ; ;1;03;19;19;1;63,2526749711927
8314;1;2;45;47;4755;1;24;0;5;400000; ; ;1;03;19;19;1;63,2526749711927
8314;1;4;45;47;4772;1;60;0;5;350000; ; ;1;03;19;19;1;63,2526749711927
8314;1;5;45;15;1513;1;60;0;5;350000; ; ;1;03;19;19;1;63,2526749711927
8320;2;1;54;97;9700;3;40;40; ;877803; ; ;1;03;19;19;1;29,2643769757232
8322;1;1;90;22;2229;1;48;0;5;1300000; ; ;1;03;13;13;1;577,305216183158
8324;1;1;30;46;4659;1;48;16;7;1900000; ; ;1;03;05;05;1;452,090356025414
8325;1;2;79;14;1410;4;40;0;6; ;800000;1;1;03;11;11;1;2263,2161993798
8328;1;1;95;41;4111;1;48;0;7;900000; ; ;1;03;11;11;1;2856,0940279154
8328;1;2;45;56;5619;4;42;0;6; ;300000;1;1;03;11;11;1;2856,0940279154
8329;1;1;59;86;8621;1;50;0;5;900000; ; ;1;03;05;05;1;976,008100458888
8331;1;2;83;25;2511;4;50;0;6; ;800000;1;1;03;47;47;1;184,422160783273
8331;1;3;21;25;2511;4;48;0;6; ;1200000;1;1;03;47;47;1;184,422160783273
8334;1;1;99;38;3830;4;15;0;6; ; ;1;1;03;76;76;1;1017,37299306578
8334;1;2;53;56;5619;4;12;0;5; ;0;1;1;03;76;76;1;1017,37299306578
8334;1;3;83;31;3110;1;53;0;6;1050000; ; ;1;03;76;76;1;1017,37299306578
8335;1;1;85;43;4321;1;48;0;5;1100000; ; ;1;03;76;76;1;1267,27195580188
8335;1;2;45;47;4773;1;48;48; ;1000000; ; ;1;03;76;76;1;1267,27195580188
8336;1;1;45;47;4792;4;40;10;6; ;400000;1;1;03;47;47;1;133,994061142562
8337;1;1;02;46;4663;1;48;0;5;2600000; ; ;1;03;11;11;1;2264,44198477204
8337;1;2;07;86;8692;1;45;0;5;1100000; ; ;1;03;11;11;1;2264,44198477204
8338;1;1;85;43;4321;4;40;0;5; ;1200000;1;1;03;05;05;1;1004,64523561203
8342;1;1;95;41;4111;1;48;0;6;720000; ; ;1;03;66;66;1;396,448321120637
8342;1;2;54;97;9700;3;48;24;6;800000; ; ;1;03;66;66;1;396,448321120637
8344;1;3;44;64;6412;1;48;56; ;1900000; ; ;1;03;41;41;1;147,735385838914
8346;1;2;97;47;4722;1;28;28; ;350000; ; ;1;03;15;15;1;74,4144268709994
8347;1;1;58;68;6820;1;60;0;3;900000; ; ;1;03;05;05;1;833,791508755051
8350;1;2;41;47;4771;4;60;0;7; ;650000;1;1;03;66;66;1;191,492358256075
8351;1;1;59;96;9609;4;50;0;6; ;900000;1;1;03;68;68;1;591,658148063663
8353;1;2;13;85;8530;2;30;30; ;2600000; ; ;1;03;54;54;1;153,216597113977
8354;1;3;54;88;8890;1;40;0;5;877800; ; ;1;03;15;15;1;67,784691232428
8355;1;2;97;53;5320;4;4;0;5; ;200000;1;1;03;20;20;1;121,488455907732
8357;1;1;45;10;1081;1;48;0;3;877807; ; ;1;03;76;76;1;985,346316909905
8358;1;1;45;56;5619;4;40;0;6; ;800000;1;1;03;41;41;1;73,86137860736
8360;1;1;32;84;8413;2;40;40; ;1350000; ; ;1;03;66;66;1;122,747814183423
8361;1;3;98;49;4921;4;40;19;7; ;420000;1;1;03;70;70;1;100,985127988136
8362;1;1;31;84;8412;2;45;45; ;2560000; ; ;1;03;17;17;1;134,80625460671
8363;1;3;44;78;7810;1;48;0;3;980000; ; ;1;03;05;05;1;839,343575119419
8365;1;1;98;47;4711;1;50;50; ;1500000; ; ;1;03;68;68;1;520,296611863242
8365;1;3;97;47;4711;1;48;0;7;877803; ; ;1;03;68;68;1;520,296611863242
8365;1;4;58;84;8422;2;48;0;3;435000; ; ;1;03;68;68;1;520,296611863242
8366;1;1;77;56;5619;4;20;0;6; ;150000;1;1;03;13;13;1;323,074727296264
8366;1;2;98;49;4921;4;30;0;5; ;500000;1;1;03;13;13;1;323,074727296264
8367;1;1;05;01;0144;1;48;48; ;1200000; ; ;1;03;05;05;1;1145,53119987625
8367;1;2;39;84;8413;2;48;24;7;1750000; ; ;1;03;05;05;1;1145,53119987625
8368;1;1;45;47;4789;4;72;0;6; ;1000000;1;1;03;05;05;1;1094,44440883868
8368;1;2;41;47;4774;4;30;0;5; ;300000;1;1;03;05;05;1;1094,44440883868
8368;1;3;84;45;4542;1;60;0;6;1200000; ; ;1;03;05;05;1;1094,44440883868
8371;1;1;95;41;4112;4;55;0;6; ;600000;1;1;03;27;27;1;46,3722968507105
8371;1;3;11;65;6512;1;48;0;5;800000; ; ;1;03;27;27;1;46,3722968507105
8372;1;2;41;47;4711;4;48;0;5; ;200000;1;1;03;52;52;1;98,5303054852837
8373;1;1;98;49;4923;4;72;0;6; ;1100000;1;1;03;11;11;1;3568,59923733337
8373;1;2;92;18;1811;4;48;0;6; ;650000;1;1;03;11;11;1;3568,59923733337
8374;1;4;41;47;4711;4;50;40;6; ;500000;1;1;03;52;52;1;74,1347644827068
8376;1;2;85;95;9522;4;48;0;7; ;420000;1;1;03;54;54;1;637,575190106953
8377;1;1;94;32;3290;4;30;9;7; ;240000;1;1;03;17;17;1;179,088547638339
8379;1;3;40;47;4711;1;60;60; ;900000; ; ;1;03;63;63;1;60,5905045520842
8379;1;4;33;47;4711;1;56;56; ;877000; ; ;1;03;63;63;1;60,5905045520842
8380;1;1;45;47;4759;1;48;48; ;1000000; ; ;1;03;11;11;1;3665,87233448268
8381;1;1;08;95;9511;4;30;0;7; ;500000;1;1;03;20;20;1;237,694902062266
8381;1;3;05;86;8610;1;48;48; ;900000; ; ;1;03;20;20;1;237,694902062266
8383;1;1;08;84;8412;4;40;24;7; ;0;1;1;03;68;68;1;355,82410940587
